order_id,order_date,customer_id,region,category,product_name,quantity,unit_price,revenue,cost,profit,discount_pct,payment_method,customer_segment
ORD-10422,2024-05-30,CUST-1432,West,Electronics,Tablet,1,190.56,190.56,82.94,107.62,0.0,PayPal,Business
ORD-10423,2024-05-23,CUST-2350,North,Home & Garden,Rug,1,49.1,49.1,27.12,21.98,0.0,Debit Card,Consumer
ORD-10424,2024-02-08,CUST-2592,West,Clothing,Jacket,3,47.33,142.0,58.92,83.08,15.0,Bank Transfer,Consumer
ORD-10425,2024-04-18,CUST-2521,South,Electronics,Laptop,1,227.09,227.09,99.73,127.36,0.0,Credit Card,Business
ORD-10426,2024-02-11,CUST-2940,North,Electronics,Camera,6,231.24,1387.45,801.7,585.75,5.0,Debit Card,Consumer
ORD-10427,2024-07-04,CUST-3896,West,Clothing,Jacket,10,44.72,380.11,161.31,218.8,0.0,Credit Card,Enterprise
ORD-10428,2025-02-01,CUST-1238,North,Electronics,Laptop,2,234.92,469.84,283.63,186.21,15.0,Credit Card,Consumer
ORD-10429,2024-08-10,CUST-1291,East,Electronics,Tablet,8,129.41,1035.27,568.21,467.06,0.0,Debit Card,Enterprise
ORD-10430,2024-05-12,CUST-2672,North,Books,Cookbook,3,19.75,59.26,41.09,18.17,15.0,Bank Transfer,Consumer
ORD-10431,2024-06-11,CUST-1175,West,Sports,Bicycle,2,76.66,130.31,75.42,54.89,20.0,Credit Card,Consumer
ORD-10432,2024-08-02,CUST-2159,West,Home & Garden,Curtains,1,94.8,94.8,48.76,46.04,0.0,Debit Card,Consumer
ORD-10433,2024-08-22,CUST-1955,West,Home & Garden,Tool Set,4,56.08,224.33,96.31,128.02,15.0,Debit Card,Business
ORD-10434,2024-01-09,CUST-1236,North,Books,Biography,3,14.68,44.03,23.41,20.62,0.0,Credit Card,Business
ORD-10435,2024-03-14,CUST-1001,North,Clothing,Sneakers,4,57.04,228.16,94.04,134.12,5.0,Credit Card,Consumer
ORD-10436,2025-05-06,CUST-1377,South,Electronics,Phone,2,204.08,408.17,203.61,204.56,0.0,Bank Transfer,Consumer
ORD-10437,2024-09-09,CUST-2307,North,Sports,Bicycle,1,58.95,58.95,39.99,18.96,0.0,Debit Card,Consumer
ORD-10438,2024-08-17,CUST-1285,East,Home & Garden,Plant Pot,1,86.66,86.66,54.05,32.61,10.0,PayPal,Consumer
ORD-10439,2025-06-02,CUST-2520,South,Clothing,T-Shirt,1,44.09,37.47,16.36,21.11,0.0,PayPal,Business
ORD-10440,2024-06-22,CUST-2208,North,Clothing,Sneakers,2,22.54,38.31,19.21,19.1,0.0,Credit Card,Consumer
ORD-10441,2024-06-16,CUST-2496,East,Clothing,Dress,2,41.45,70.47,42.04,28.43,10.0,Credit Card,Consumer
ORD-10442,2024-06-18,CUST-2940,West,Books,Self-Help,4,15.46,52.57,33.49,19.08,10.0,Bank Transfer,Enterprise
ORD-10443,2025-01-27,CUST-2796,West,Electronics,Camera,1,307.09,307.09,200.37,106.72,15.0,PayPal,Consumer
ORD-10444,2024-07-12,CUST-2706,South,Books,Cookbook,2,11.27,19.16,10.85,8.31,0.0,Credit Card,Consumer
ORD-10445,2025-05-31,CUST-2964,South,Sports,Running Shoes,3,137.43,412.3,262.71,149.59,0.0,Credit Card,Consumer
ORD-10446,2024-01-29,CUST-2885,North,Home & Garden,Rug,2,47.45,94.9,38.24,56.66,5.0,PayPal,Consumer
ORD-10447,2024-06-13,CUST-2256,North,Clothing,Dress,2,45.75,77.78,44.56,33.22,15.0,Credit Card,Consumer
ORD-10448,2025-02-25,CUST-3419,South,Clothing,Dress,2,40.16,80.33,55.13,25.2,0.0,PayPal,Consumer
ORD-10449,2024-12-04,CUST-1499,West,Electronics,Tablet,1,344.24,516.36,316.59,199.77,0.0,PayPal,Consumer
ORD-10450,2025-05-10,CUST-1945,North,Electronics,Tablet,1,458.52,458.52,209.92,248.6,0.0,Bank Transfer,Business
ORD-10451,2024-12-30,CUST-1357,North,Home & Garden,Plant Pot,3,51.62,232.29,143.95,88.34,0.0,PayPal,Business
ORD-10452,2024-12-07,CUST-1514,North,Clothing,Jeans,1,56.01,84.01,35.96,48.05,0.0,Credit Card,Business
ORD-10453,2025-05-14,CUST-3881,North,Electronics,Tablet,5,174.91,874.56,554.21,320.35,0.0,Debit Card,Consumer
ORD-10454,2025-05-25,CUST-2902,North,Electronics,Headphones,3,210.72,632.17,312.93,319.24,0.0,Debit Card,Consumer
ORD-10455,2024-11-22,CUST-1164,South,Books,Cookbook,4,26.85,161.08,84.05,77.03,0.0,Debit Card,Consumer
ORD-10456,2024-08-04,CUST-2077,South,Clothing,T-Shirt,1,36.4,36.4,20.72,15.68,0.0,Bank Transfer,Business
ORD-10457,2024-10-27,CUST-1118,North,Sports,Bicycle,3,100.41,301.24,143.71,157.53,0.0,Credit Card,Consumer
ORD-10458,2024-05-11,CUST-3389,North,Electronics,Laptop,1,243.13,243.13,168.45,74.68,5.0,Bank Transfer,Consumer
ORD-10459,2024-03-10,CUST-2462,East,Clothing,Jacket,1,79.47,79.47,38.56,40.91,0.0,Bank Transfer,Consumer
ORD-10460,2024-09-08,CUST-2746,South,Electronics,Camera,2,264.38,528.76,321.13,207.63,,Bank Transfer,Consumer
ORD-10461,2025-02-18,CUST-1343,North,Clothing,Jacket,5,50.64,253.22,149.67,103.55,0.0,Credit Card,Consumer
ORD-10462,2025-03-20,CUST-2285,West,Home & Garden,Lamp,4,65.68,262.72,121.03,141.69,0.0,Credit Card,Consumer
ORD-10463,2024-06-30,CUST-1277,South,Electronics,Laptop,11,379.98,3552.84,1494.96,2057.88,0.0,Credit Card,Business
ORD-10464,2024-06-15,CUST-3910,East,Clothing,Sneakers,1,40.15,34.12,20.12,14.0,0.0,Debit Card,Consumer
ORD-10465,2024-03-31,CUST-3992,West,Home & Garden,Plant Pot,2,43.76,87.51,55.89,31.62,0.0,PayPal,Consumer
ORD-10466,2025-06-14,CUST-1152,South,Home & Garden,Plant Pot,2,33.93,57.69,32.39,25.3,0.0,Credit Card,Business
ORD-10467,2024-02-08,CUST-2617,West,Home & Garden,Tool Set,6,55.08,330.49,161.69,168.8,5.0,Credit Card,Consumer
ORD-10468,2024-05-05,CUST-3941,West,Electronics,Headphones,1,289.8,289.8,143.15,146.65,0.0,Bank Transfer,Consumer
ORD-10469,2025-03-26,CUST-2870,North,Clothing,Sneakers,1,60.44,60.44,24.43,36.01,15.0,Credit Card,Consumer
ORD-10470,2024-06-21,CUST-2558,West,Books,Textbook,3,12.79,32.61,19.96,12.65,10.0,PayPal,Consumer
ORD-10471,2024-08-07,CUST-3866,North,Sports,Yoga Mat,2,66.86,133.73,79.02,54.71,0.0,Debit Card,Business
ORD-10472,2024-02-27,CUST-1914,North,Books,Cookbook,3,17.11,51.33,29.33,22.0,0.0,Credit Card,Consumer
ORD-10473,2025-04-20,CUST-2976,West,Clothing,Jeans,1,55.51,55.51,24.34,31.17,0.0,Debit Card,Consumer
ORD-10474,2025-03-31,CUST-1654,West,Home & Garden,Curtains,3,73.72,221.17,123.6,97.57,0.0,Credit Card,Consumer
ORD-10475,2024-12-26,CUST-3326,East,Home & Garden,Tool Set,2,47.15,141.45,88.9,52.55,0.0,Debit Card,Business
ORD-10476,2024-01-01,CUST-2860,North,Electronics,Phone,2,121.91,243.82,135.59,108.23,10.0,Credit Card,Consumer
ORD-10477,2025-01-21,CUST-3857,South,Sports,Tennis Racket,2,80.95,161.9,70.58,91.32,0.0,Bank Transfer,Business
ORD-10478,2024-12-13,CUST-3749,East,Home & Garden,Rug,2,49.12,147.36,102.58,44.78,0.0,Debit Card,Business
ORD-10479,2024-07-08,CUST-2828,North,Electronics,Tablet,1,277.44,235.83,160.38,75.45,10.0,Bank Transfer,Consumer
ORD-10480,2025-05-19,CUST-2659,West,Electronics,Phone,1,205.52,205.52,115.82,89.7,0.0,Bank Transfer,Consumer
ORD-10481,2024-07-09,CUST-3728,South,Sports,Yoga Mat,4,109.35,371.8,183.51,188.29,0.0,Credit Card,Consumer
ORD-10482,2025-05-22,CUST-1981,North,Electronics,Laptop,2,310.6,621.2,420.73,200.47,0.0,Bank Transfer,Consumer
ORD-10483,2025-01-03,CUST-1512,North,Electronics,Camera,5,176.86,884.32,434.11,450.21,0.0,Bank Transfer,Consumer
ORD-10484,2025-02-12,CUST-1006,South,Clothing,Dress,9,38.44,345.93,196.29,149.64,10.0,Credit Card,Consumer
ORD-10485,2024-04-26,CUST-3374,East,Electronics,Laptop,2,195.16,390.32,167.32,223.0,,Bank Transfer,Consumer
ORD-10486,2024-05-13,CUST-1950,North,Sports,Dumbbell,7,70.83,495.79,336.52,159.27,0.0,Debit Card,Business
ORD-10487,2024-02-27,CUST-2973,East,Clothing,Dress,32,49.78,1593.02,691.23,901.79,15.0,Debit Card,Enterprise
ORD-10488,2024-06-21,CUST-1795,North,Clothing,T-Shirt,1,23.9,20.32,12.22,8.1,0.0,PayPal,Business
ORD-10489,2024-05-28,CUST-3607,South,Books,Textbook,4,22.26,89.03,62.03,27.0,0.0,PayPal,Consumer
ORD-10490,2024-03-20,CUST-2010,East,Clothing,T-Shirt,3,48.17,144.5,69.45,75.05,0.0,PayPal,Enterprise
ORD-10491,2024-07-31,CUST-1739,North,Clothing,T-Shirt,9,41.7,318.98,159.16,159.82,0.0,PayPal,Consumer
ORD-10492,2024-07-21,CUST-2478,East,Home & Garden,Rug,2,91.42,155.41,98.07,57.34,0.0,Bank Transfer,Consumer
ORD-10493,2024-08-16,CUST-1217,East,Clothing,Jacket,1,45.99,45.99,21.32,24.67,15.0,Debit Card,Consumer
ORD-10494,2024-08-14,CUST-2822,East,Electronics,Laptop,4,259.36,1037.45,457.12,580.33,5.0,PayPal,Consumer
ORD-10495,2025-06-15,CUST-1091,South,Home & Garden,Rug,1,112.52,95.64,,30.15,20.0,Bank Transfer,Consumer
ORD-10496,2025-03-16,CUST-1487,West,Sports,Tennis Racket,3,71.28,213.83,120.79,93.04,0.0,Credit Card,Business
ORD-10497,2025-02-05,CUST-1302,West,Home & Garden,Rug,7,65.22,456.53,228.51,228.02,0.0,Debit Card,Consumer
ORD-10498,2024-02-16,CUST-2137,North,Books,Textbook,1,16.88,16.88,9.99,6.89,0.0,Credit Card,Consumer
ORD-10499,2024-08-20,CUST-1949,East,Home & Garden,Rug,1,55.22,55.22,22.78,32.44,15.0,PayPal,Consumer
ORD-10500,2024-10-31,CUST-3467,North,Home & Garden,Plant Pot,1,57.65,57.65,37.11,20.54,0.0,PayPal,Business
ORD-10501,2025-06-09,CUST-2802,North,Sports,Yoga Mat,8,81.11,551.53,327.25,224.28,0.0,PayPal,Enterprise
ORD-10502,2024-05-22,CUST-3875,North,Electronics,Tablet,1,327.39,327.39,168.27,159.12,0.0,Debit Card,Business
ORD-10503,2025-02-18,CUST-1076,West,Clothing,Dress,1,52.84,52.84,35.93,16.91,0.0,Credit Card,Consumer
ORD-10504,2025-05-27,CUST-3725,East,Home & Garden,Tool Set,2,83.29,166.58,89.24,77.34,15.0,Credit Card,Business
ORD-10505,2025-01-07,CUST-1867,North,Clothing,Dress,2,58.98,117.96,48.81,69.15,5.0,Debit Card,Consumer
ORD-10506,2024-09-15,CUST-3017,North,Electronics,Laptop,13,167.86,2182.22,1458.47,723.75,0.0,PayPal,Enterprise
ORD-10507,2025-04-15,CUST-3206,West,Electronics,Headphones,2,334.27,668.54,382.0,286.54,20.0,PayPal,Business
ORD-10508,2024-01-12,CUST-2795,South,Electronics,Camera,1,268.12,268.12,150.07,118.05,0.0,Bank Transfer,Consumer
ORD-10509,2024-11-25,CUST-3685,South,Clothing,Dress,2,40.82,122.46,78.83,43.63,0.0,Debit Card,Business
ORD-10510,2024-12-23,CUST-3832,West,Sports,Yoga Mat,1,67.06,100.59,45.38,55.21,20.0,Credit Card,Consumer
ORD-10511,2025-02-11,CUST-2911,East,Books,Biography,1,15.44,15.44,9.28,6.16,0.0,Bank Transfer,Consumer
ORD-10512,2025-01-07,CUST-2494,North,Home & Garden,Curtains,2,36.94,73.89,49.0,24.89,0.0,Credit Card,
ORD-10513,2024-01-08,CUST-1772,South,Sports,Bicycle,1,78.39,78.39,38.17,40.22,0.0,Credit Card,Consumer
ORD-10514,2024-05-01,CUST-1293,West,Clothing,Sneakers,6,39.02,234.12,95.89,138.23,10.0,Bank Transfer,Enterprise
ORD-10515,2024-12-13,CUST-1410,West,Clothing,Sneakers,1,45.3,67.95,35.32,32.63,,Credit Card,Consumer
ORD-10516,2024-03-30,CUST-2976,North,Clothing,Sneakers,3,85.32,255.96,162.62,93.34,0.0,Bank Transfer,Business
ORD-10517,2024-11-11,CUST-1623,North,Home & Garden,Lamp,1,53.94,715.4880975010392,33.68,47.23,0.0,Bank Transfer,Business
ORD-10518,2024-06-26,CUST-2010,North,Electronics,Camera,1,270.36,229.81,105.88,123.93,5.0,Bank Transfer,Business
ORD-10519,2025-06-23,CUST-1208,South,Clothing,T-Shirt,1,20.78,17.66,8.55,9.11,0.0,PayPal,Consumer
ORD-10520,2024-02-10,CUST-1297,East,Home & Garden,Rug,2,91.04,182.08,102.41,79.67,0.0,PayPal,Consumer
ORD-10521,2025-05-16,CUST-1913,North,Clothing,Sneakers,9,57.35,516.16,266.06,250.1,0.0,Debit Card,Business
ORD-10522,2024-05-24,CUST-3074,East,Books,Novel,3,10.97,32.9,17.8,15.1,0.0,Debit Card,Consumer
ORD-10523,2024-07-19,CUST-3736,East,Home & Garden,Curtains,5,70.72,300.58,130.38,170.2,0.0,Bank Transfer,Consumer
ORD-10524,2025-04-05,CUST-1053,East,Electronics,Phone,6,151.68,910.1,610.72,299.38,10.0,Debit Card,Consumer
ORD-10525,2025-06-30,CUST-3026,West,Clothing,T-Shirt,8,58.16,395.5,172.82,222.68,0.0,PayPal,Enterprise
ORD-10526,2024-09-09,CUST-1219,South,Home & Garden,Tool Set,1,92.34,92.34,42.88,49.46,15.0,PayPal,Business
ORD-10527,2025-01-24,CUST-3573,South,Electronics,Headphones,2,204.94,409.89,178.68,231.21,0.0,Bank Transfer,Consumer
ORD-10528,2024-09-12,CUST-2710,East,Electronics,Laptop,5,317.79,1588.96,951.96,637.0,15.0,PayPal,Business
ORD-10529,2025-03-25,CUST-2654,West,Clothing,T-Shirt,2,33.62,67.25,46.19,21.06,0.0,Bank Transfer,Consumer
ORD-10530,2024-01-10,CUST-2242,North,Books,Biography,4,15.29,61.14,41.95,19.19,0.0,Debit Card,Enterprise
ORD-10531,2024-08-29,CUST-2162,West,Clothing,T-Shirt,3,29.63,88.89,61.51,27.38,0.0,PayPal,Consumer
ORD-10532,2024-09-07,CUST-2769,North,Sports,Yoga Mat,1,106.94,106.94,68.92,38.02,,Bank Transfer,Consumer
ORD-10533,2024-01-05,CUST-3657,North,Sports,Running Shoes,1,39.58,39.58,18.56,21.02,0.0,Bank Transfer,Consumer
ORD-10534,2024-04-28,CUST-1490,North,Electronics,Headphones,6,283.9,1703.39,1089.21,614.18,15.0,Credit Card,Consumer
ORD-10535,2025-01-08,CUST-3170,West,Home & Garden,Lamp,1,87.77,87.77,40.61,47.16,15.0,Bank Transfer,Consumer
ORD-10536,2024-03-05,CUST-3351,South,Clothing,Jacket,4,40.9,163.59,69.47,94.12,0.0,Bank Transfer,Business
ORD-10537,2024-05-25,CUST-2797,North,Electronics,Phone,1,187.48,187.48,115.58,71.9,5.0,PayPal,Business
ORD-10538,2024-08-11,CUST-2658,West,Home & Garden,Curtains,6,70.37,422.21,173.55,248.66,0.0,Credit Card,Enterprise
ORD-10539,2024-08-26,CUST-3989,East,Home & Garden,Rug,1,39.38,39.38,18.82,20.56,0.0,Credit Card,Consumer
ORD-10540,2024-06-25,CUST-1943,West,Electronics,Phone,4,275.01,935.03,490.94,444.09,0.0,Credit Card,Consumer
ORD-10541,2024-10-08,CUST-2561,North,Sports,Running Shoes,3,95.14,285.43,129.15,156.28,10.0,PayPal,Business
ORD-10542,2024-03-03,CUST-2201,North,Home & Garden,Plant Pot,1,46.82,46.82,27.63,19.19,0.0,Debit Card,Consumer
ORD-10543,2024-08-04,CUST-1748,South,Books,Self-Help,5,19.99,99.94,61.03,38.91,0.0,Bank Transfer,Consumer
ORD-10544,2025-04-05,CUST-3209,East,Electronics,Tablet,1,311.74,311.74,157.35,154.39,0.0,Credit Card,Consumer
ORD-10545,2024-04-14,CUST-2950,East,Books,Cookbook,3,25.38,76.13,41.49,34.64,0.0,Credit Card,Consumer
ORD-10546,2024-04-08,CUST-1690,East,Clothing,T-Shirt,4,43.34,173.35,74.86,98.49,5.0,PayPal,Consumer
ORD-10547,2025-05-25,CUST-3922,East,Electronics,Phone,1,233.01,233.01,155.51,77.5,10.0,PayPal,Business
ORD-10548,2025-01-19,CUST-2529,North,Home & Garden,Plant Pot,1,84.57,84.57,42.41,42.16,0.0,Credit Card,Consumer
ORD-10549,2025-02-08,CUST-2295,East,Home & Garden,Lamp,2,79.2,158.39,68.12,90.27,0.0,Debit Card,Business
ORD-10550,2025-06-01,CUST-2087,South,Clothing,T-Shirt,7,34.83,207.24,121.58,85.66,0.0,PayPal,Business
ORD-10551,2025-04-20,CUST-2115,North,Clothing,T-Shirt,2,55.09,110.19,71.17,39.02,0.0,Credit Card,Consumer
ORD-10552,2025-03-12,CUST-1788,North,Electronics,Laptop,8,162.54,1300.36,734.18,566.18,15.0,Debit Card,Consumer
ORD-10553,2024-01-23,CUST-3512,East,Home & Garden,Rug,9,75.18,676.64,436.31,240.33,15.0,PayPal,Consumer
ORD-10554,2025-04-02,CUST-2931,West,Clothing,T-Shirt,7,28.29,198.03,123.16,74.87,15.0,Debit Card,Consumer
ORD-10555,2024-03-23,CUST-3156,North,Clothing,T-Shirt,8,60.07,480.57,335.91,144.66,0.0,Credit Card,Enterprise
ORD-10556,2024-05-24,CUST-3597,North,Clothing,Dress,2,40.7,81.4,41.72,39.68,0.0,Debit Card,Business
ORD-10557,2024-03-25,CUST-2644,North,Books,Textbook,3,22.03,66.09,37.26,28.83,0.0,Credit Card,Consumer
ORD-10558,2024-03-18,CUST-2338,West,Home & Garden,Lamp,9,53.22,478.99,300.33,178.66,0.0,PayPal,Consumer
ORD-10559,2025-04-01,CUST-1778,East,Home & Garden,Tool Set,1,49.66,49.66,22.74,26.92,0.0,Bank Transfer,Business
ORD-10560,2024-01-01,CUST-3828,West,Books,Cookbook,2,26.04,52.08,29.55,22.53,0.0,Bank Transfer,Consumer
ORD-10561,2024-02-20,CUST-2546,West,Clothing,T-Shirt,2,45.63,91.26,,35.7,0.0,Credit Card,Business
ORD-10562,2025-03-21,CUST-3345,South,Electronics,Camera,1,287.77,287.77,197.41,90.36,,Bank Transfer,Consumer
ORD-10563,2025-03-24,CUST-2726,North,Electronics,Tablet,2,284.56,569.12,371.44,197.68,0.0,Credit Card,Consumer
ORD-10564,2025-05-02,CUST-2951,South,Home & Garden,Rug,4,76.76,307.06,176.62,130.44,20.0,Bank Transfer,Consumer
ORD-10565,2024-02-03,CUST-2401,North,Electronics,Tablet,4,267.18,1068.74,689.9,378.84,15.0,Bank Transfer,Business
ORD-10566,2024-12-13,CUST-1794,North,Clothing,Jacket,4,60.64,363.83,182.2,181.63,0.0,PayPal,Consumer
ORD-10567,2024-04-04,CUST-1469,North,Electronics,Headphones,2,240.4,480.8,227.15,253.65,15.0,Credit Card,Consumer
ORD-10568,2024-03-12,CUST-2633,East,Electronics,Headphones,1,157.56,973.0578135164928,71.62,85.94,0.0,Debit Card,Consumer
ORD-10569,2024-06-02,CUST-1095,South,Clothing,T-Shirt,4,62.5,212.49,126.58,85.91,5.0,PayPal,Consumer
ORD-10570,2024-09-06,CUST-3927,South,Books,Self-Help,1,18.17,18.17,9.37,8.8,0.0,Debit Card,Business
ORD-10571,2025-03-13,CUST-2059,East,Home & Garden,Plant Pot,12,59.1,709.15,487.05,222.1,0.0,PayPal,Consumer
ORD-10572,2024-04-27,CUST-2561,North,Books,Textbook,6,10.7,64.22,39.59,24.63,20.0,Credit Card,Consumer
ORD-10573,2024-11-01,CUST-1657,East,Books,Self-Help,3,15.0,67.52,41.13,26.39,15.0,Debit Card,Business
ORD-10574,2024-09-24,CUST-2464,East,Electronics,Camera,2,289.3,578.61,401.88,176.73,0.0,PayPal,Consumer
ORD-10575,2024-02-23,CUST-3411,North,Electronics,Laptop,5,167.4,837.02,484.69,352.33,0.0,Bank Transfer,Consumer
ORD-10576,2024-08-23,CUST-1038,East,Home & Garden,Lamp,3,71.97,215.92,133.73,82.19,0.0,Debit Card,Consumer
ORD-10577,2025-01-23,CUST-3831,South,Sports,Yoga Mat,1,38.77,38.77,16.61,22.16,0.0,PayPal,Business
ORD-10578,2025-02-04,CUST-1976,North,Clothing,Sneakers,1,61.82,61.82,26.67,35.15,10.0,PayPal,Business
ORD-10579,2024-10-29,CUST-2855,North,Books,Cookbook,3,18.62,55.86,29.23,26.63,10.0,Debit Card,Enterprise
ORD-10580,2024-07-25,CUST-2432,West,Electronics,Headphones,2,198.84,338.03,200.45,137.58,5.0,Bank Transfer,Business
ORD-10581,2024-08-16,CUST-1470,North,Electronics,Laptop,2,224.71,449.42,192.89,256.53,0.0,Debit Card,Business
ORD-10582,2024-03-15,CUST-1959,South,Home & Garden,Rug,2,66.78,133.56,65.59,67.97,10.0,Debit Card,Consumer
ORD-10583,2025-03-10,CUST-1895,West,Clothing,Sneakers,2,25.05,50.1,25.46,24.64,0.0,Debit Card,Business
ORD-10584,2024-04-12,CUST-2908,South,Electronics,Phone,3,234.18,702.54,401.94,300.6,10.0,PayPal,Consumer
ORD-10585,2025-02-25,CUST-3960,North,Clothing,Sneakers,3,57.79,173.38,110.44,62.94,0.0,Bank Transfer,Business
ORD-10586,2024-11-01,CUST-3313,West,Electronics,Tablet,1,333.37,500.05,312.01,188.04,0.0,Debit Card,Business
ORD-10587,2024-04-07,CUST-1857,South,Home & Garden,Rug,3,74.92,224.77,146.09,78.68,0.0,Debit Card,Business
ORD-10588,2024-11-30,CUST-1764,East,Sports,Yoga Mat,2,67.26,201.77,97.32,104.45,0.0,Debit Card,Consumer
ORD-10589,2025-03-10,CUST-3755,East,Sports,Bicycle,5,60.31,301.53,123.9,177.63,0.0,Debit Card,Consumer
ORD-10590,2025-03-22,CUST-3960,East,Home & Garden,Plant Pot,2,31.93,63.86,26.61,37.25,0.0,Debit Card,Consumer
ORD-10591,2024-11-03,CUST-1849,West,Clothing,Jeans,5,8.37,62.8,41.8,21.0,0.0,Debit Card,Consumer
ORD-10592,2024-09-05,CUST-1759,West,Clothing,Jacket,6,40.77,244.6,109.96,134.64,0.0,Bank Transfer,Enterprise
ORD-10593,2024-06-14,CUST-1875,East,Electronics,Tablet,2,197.01,334.91,137.66,197.25,0.0,Bank Transfer,Consumer
ORD-10594,2025-04-25,CUST-1676,West,Electronics,Tablet,4,374.57,1498.28,702.65,795.63,0.0,Bank Transfer,Consumer
ORD-10595,2024-11-30,CUST-1133,West,Electronics,Camera,8,357.18,4286.21,2906.95,1379.26,0.0,Credit Card,Consumer
ORD-10596,2025-06-25,CUST-2545,West,Sports,Yoga Mat,2,99.28,168.77,102.84,65.93,0.0,Credit Card,Business
ORD-10597,2024-04-15,CUST-1339,East,Sports,Running Shoes,2,105.0,210.0,86.82,123.18,15.0,PayPal,Business
ORD-10598,2024-03-21,CUST-2892,North,Clothing,Sneakers,4,61.68,246.72,161.53,85.19,0.0,Bank Transfer,Consumer
ORD-10599,2024-05-12,CUST-1216,East,Home & Garden,Plant Pot,1,68.07,68.07,31.59,36.48,0.0,Bank Transfer,Consumer
ORD-10600,2024-05-17,CUST-3653,North,Electronics,Headphones,1,148.62,148.62,66.38,82.24,0.0,Bank Transfer,Consumer
ORD-10601,2024-07-02,CUST-3637,South,Home & Garden,Lamp,2,40.07,68.12,47.35,20.77,0.0,Debit Card,Consumer
ORD-10602,2025-02-04,CUST-1645,North,Home & Garden,Lamp,1,60.91,60.91,37.59,23.32,0.0,Debit Card,Consumer
ORD-10603,2024-11-25,CUST-1651,West,Clothing,Dress,1,42.74,64.12,30.17,33.95,0.0,PayPal,Business
ORD-10604,2025-05-22,CUST-3303,South,Electronics,Camera,3,308.54,925.62,440.94,484.68,0.0,Bank Transfer,Consumer
ORD-10605,2024-03-09,CUST-2052,East,Sports,Running Shoes,3,44.48,133.45,89.68,43.77,0.0,Debit Card,Consumer
ORD-10606,2025-06-29,CUST-3950,East,Home & Garden,Plant Pot,1,58.46,49.69,23.22,26.47,0.0,Bank Transfer,Business
ORD-10607,2024-02-22,CUST-2532,North,Sports,Running Shoes,1,73.14,73.14,45.03,28.11,0.0,Bank Transfer,Consumer
ORD-10608,2025-03-25,CUST-3117,East,Sports,Yoga Mat,1,97.3,97.3,43.86,53.44,0.0,Debit Card,Consumer
ORD-10609,2024-07-23,CUST-2661,East,Books,Self-Help,6,21.58,110.05,73.96,36.09,15.0,Debit Card,Consumer
ORD-10610,2024-05-05,CUST-1385,West,Electronics,Phone,6,194.73,1168.36,542.54,625.82,0.0,Credit Card,Consumer
ORD-10611,2024-02-12,CUST-3407,North,Electronics,Camera,1,358.96,358.96,213.23,145.73,0.0,Debit Card,Consumer
ORD-10612,2024-04-20,CUST-3069,North,Electronics,Headphones,1,212.58,212.58,125.02,87.56,15.0,Credit Card,Business
ORD-10613,2024-07-01,CUST-3325,East,Electronics,Phone,2,424.38,721.45,295.47,425.98,10.0,Debit Card,Enterprise
ORD-10614,2024-04-04,CUST-3657,North,Clothing,T-Shirt,2,40.51,81.03,34.26,46.77,0.0,Bank Transfer,Consumer
ORD-10615,2025-01-08,CUST-2747,North,Home & Garden,Rug,1,42.67,42.67,21.65,21.02,0.0,Debit Card,Consumer
ORD-10616,2025-06-03,CUST-2965,North,Clothing,Jacket,4,58.62,199.3,89.62,109.68,0.0,PayPal,Business
ORD-10617,2024-12-25,CUST-2113,East,Electronics,Tablet,1,303.83,455.74,273.9,181.84,0.0,Bank Transfer,Consumer
ORD-10618,2024-10-07,CUST-2419,North,Sports,Bicycle,1,55.69,55.69,38.96,16.73,15.0,PayPal,Consumer
ORD-10619,2024-07-13,CUST-3261,East,Electronics,Laptop,1,295.63,251.29,140.98,110.31,0.0,Bank Transfer,Consumer
ORD-10620,2024-07-13,CUST-1308,West,Electronics,Phone,4,262.56,892.7,573.89,318.81,15.0,Debit Card,Business
ORD-10621,2024-04-02,CUST-1282,East,Home & Garden,Curtains,3,48.2,144.59,99.34,45.25,10.0,Debit Card,Business
ORD-10622,2024-03-01,CUST-1260,South,Home & Garden,Plant Pot,2,66.41,132.82,57.81,75.01,5.0,Debit Card,Enterprise
ORD-10623,2024-02-20,CUST-3445,South,Clothing,T-Shirt,2,53.93,107.87,75.5,32.37,15.0,Credit Card,Business
ORD-10624,2025-02-06,CUST-3221,North,Electronics,Phone,4,314.08,1256.31,836.45,419.86,,Debit Card,Consumer
ORD-10625,2024-01-05,CUST-2864,North,Home & Garden,Tool Set,1,88.78,88.78,56.4,32.38,10.0,PayPal,Business
ORD-10626,2025-04-10,CUST-2159,North,Electronics,Laptop,1,187.42,187.42,105.03,82.39,20.0,Credit Card,Consumer
ORD-10627,2025-06-17,CUST-2001,South,Electronics,Headphones,3,291.17,742.49,345.31,397.18,0.0,Debit Card,Enterprise
ORD-10628,2025-02-08,CUST-1842,East,Home & Garden,Tool Set,4,44.65,178.58,96.29,82.29,0.0,Credit Card,Enterprise
ORD-10629,2025-05-27,CUST-3176,West,Electronics,Tablet,31,99.75,3092.23,1824.56,1267.67,0.0,Credit Card,Enterprise
ORD-10630,2024-08-20,CUST-3388,West,Electronics,Camera,12,325.26,3903.18,2701.78,1201.4,10.0,Bank Transfer,Business
