customer_id,signup_date,last_active_date,monthly_spend,total_orders,support_tickets,plan_type,region,satisfaction_score,churned
C-51013,2023-09-28,2023-10-29,219.14,4,0,Enterprise,Latin America,8.0,False
C-51014,2023-07-07,2025-06-30,115.94,88,2,Pro,North America,4.0,True
C-51015,2023-09-30,2023-10-30,23.08,6,2,Basic,Latin America,9.0,True
C-51016,2023-05-06,2023-07-19,70.07,6,4,Pro,Asia Pacific,5.0,False
C-51017,2022-09-15,2022-10-15,226.6,2,1,Enterprise,Asia Pacific,9.0,False
C-51018,2025-01-13,2025-02-12,99.97,1,2,Pro,North America,7.0,False
C-51019,2022-10-24,2024-02-21,64.89,49,0,Pro,North America,7.0,False
C-51020,2023-03-23,2024-09-05,31.5,33,6,Basic,Latin America,6.0,False
C-51021,2024-06-14,2025-05-18,115.55,26,1,Pro,Asia Pacific,10.0,False
C-51022,2022-06-20,2022-10-11,31.39,9,2,Basic,North America,7.0,False
C-51023,2022-10-18,2024-06-25,26.91,35,0,Basic,North America,5.0,False
C-51024,2024-11-10,2025-06-30,98.48,46,1,Pro,Asia Pacific,7.0,True
C-51025,2022-10-21,2023-04-06,22.75,8,0,Basic,Asia Pacific,7.0,False
C-51026,2022-11-16,2022-12-16,31.57,1,0,Basic,Europe,10.0,False
C-51027,2023-06-10,2024-03-18,253.27,20,1,Enterprise,Asia Pacific,,False
C-51028,2023-09-15,2024-04-24,35.73,10,2,Basic,Latin America,7.0,False
C-51029,2023-10-17,2024-04-08,16.56,5,1,Basic,Asia Pacific,5.0,False
C-51030,2023-04-15,2025-06-30,23.75,135,0,Basic,Asia Pacific,6.0,False
C-51031,2022-06-13,2022-12-12,80.64,13,1,Pro,Asia Pacific,8.0,True
C-51032,2023-08-29,2024-02-24,87.35,11,1,Pro,North America,9.0,False
C-51033,2022-11-22,2023-08-24,84.97,17,2,Pro,Asia Pacific,6.0,False
C-51034,2022-08-31,2025-04-02,32.45,75,2,Basic,Asia Pacific,8.0,True
C-51035,2022-10-08,2022-11-21,31.98,5,3,Basic,Europe,7.0,False
C-51036,2023-11-26,2024-06-27,25.13,12,0,Basic,North America,4.0,True
C-51037,2024-11-30,2025-06-30,30.94,12,0,Basic,Europe,6.0,True
C-51038,2022-08-31,2022-10-29,23.26,10,2,Basic,Latin America,7.0,False
C-51039,2022-08-15,2023-01-25,62.78,8,3,Pro,Europe,6.0,False
C-51040,2024-04-07,2025-06-30,154.58,118,2,Enterprise,Europe,5.0,False
C-51041,2024-09-05,2025-06-30,53.93,14,3,Pro,Europe,7.0,False
C-51042,2024-10-06,2025-04-26,84.27,17,2,Pro,Europe,9.0,False
C-51043,2024-11-17,2025-06-30,80.23,79,2,Pro,Europe,9.0,False
C-51044,2023-07-17,2023-10-12,27.52,6,4,Basic,Latin America,9.0,False
C-51045,2024-09-24,2025-06-30,64.92,39,0,Pro,North America,7.0,False
C-51046,2022-07-19,2023-04-18,60.65,24,5,Pro,Asia Pacific,7.0,False
C-51047,2024-08-15,2025-06-30,92.12,39,1,Pro,Latin America,8.0,False
C-51048,2024-06-01,2024-12-03,115.37,7,1,Pro,Europe,7.0,False
C-51049,2022-08-26,2023-01-22,23.62,12,1,Basic,North America,10.0,False
C-51050,2023-01-06,2024-04-24,206.84,26,0,Enterprise,Europe,9.0,False
C-51051,2024-04-30,2024-07-28,156.34,7,1,Enterprise,North America,8.0,False
C-51052,2022-12-08,2023-05-24,172.71,11,2,Enterprise,Asia Pacific,6.0,True
C-51053,2024-12-22,2025-02-02,32.05,5,0,Basic,Europe,8.0,False
C-51054,2023-03-22,2023-10-19,75.7,10,2,Pro,Asia Pacific,7.0,False
C-51055,2023-04-24,2024-03-31,32.03,18,1,Basic,Europe,6.0,False
C-51056,2024-04-29,2025-02-27,40.47,24,0,Pro,North America,9.0,False
C-51057,2024-02-22,2024-10-09,63.51,20,1,Pro,Asia Pacific,10.0,False
C-51058,2023-07-10,2024-03-07,25.18,17,3,Basic,Europe,9.0,False
C-51059,2022-10-21,2024-10-04,27.63,53,1,Basic,Asia Pacific,7.0,False
C-51060,2022-11-29,2025-06-30,72.79,83,2,Pro,Europe,8.0,False
C-51061,2023-12-13,2024-01-24,76.16,3,1,Pro,Asia Pacific,8.0,False
C-51062,2023-04-26,2024-01-13,132.54,16,1,Enterprise,Asia Pacific,8.0,False
C-51063,2022-11-30,2023-02-21,233.15,7,2,Enterprise,Asia Pacific,8.0,False
C-51064,2023-12-13,2025-06-30,20.93,44,0,Basic,Europe,7.0,False
C-51065,2024-07-05,2025-06-30,80.14,62,0,Pro,Europe,9.0,False
C-51066,2024-09-03,2024-10-13,11.01,3,4,Basic,Asia Pacific,6.0,False
C-51067,2024-03-11,2024-07-14,16.56,7,1,Basic,North America,8.0,False
C-51068,2022-09-01,2024-08-15,37.09,50,2,Basic,Latin America,8.0,True
C-51069,2024-03-26,2024-04-25,170.93,2,0,Enterprise,North America,6.0,True
C-51070,2022-12-13,2023-01-12,207.69,4,3,Enterprise,Latin America,7.0,False
C-51071,2023-09-10,2025-06-30,17.16,70,1,Basic,Latin America,9.0,False
C-51072,2024-06-02,2025-06-30,206.63,43,4,Enterprise,Latin America,7.0,True
C-51073,2022-10-05,2022-11-04,27.35,2,1,Basic,Asia Pacific,7.0,False
C-51074,2023-05-20,2023-06-19,110.63,0,2,Pro,Asia Pacific,7.0,False
C-51075,2024-07-19,2025-04-17,28.48,13,0,Basic,Asia Pacific,7.0,True
C-51076,2023-07-31,2023-12-23,24.47,6,1,Basic,Asia Pacific,4.0,True
C-51077,2022-12-09,2024-08-16,80.32,37,1,Pro,Europe,8.0,True
C-51078,2024-04-23,2024-09-25,93.74,19,0,Pro,Latin America,,True
C-51079,2023-11-21,2025-06-30,22.28,82,1,Basic,North America,9.0,True
C-51080,2022-07-15,2023-02-04,28.46,20,0,Basic,North America,5.0,False
C-51081,2023-08-12,2025-06-30,35.24,50,3,Basic,Latin America,6.0,False
C-51082,2022-11-11,2023-03-17,28.21,9,1,Basic,Asia Pacific,8.0,True
C-51083,2025-01-11,2025-02-10,86.45,1,3,Pro,Latin America,8.0,True
C-51084,2024-02-07,2024-07-03,73.69,9,1,Pro,Europe,8.0,False
C-51085,2024-04-20,2024-05-27,50.67,6,3,Pro,Latin America,10.0,True
C-51086,2024-03-03,2024-07-10,69.46,5,2,Pro,Latin America,7.0,False
C-51087,2022-06-12,2023-04-22,57.0,23,0,Pro,North America,6.0,False
C-51088,2023-09-16,2025-06-30,47.12,76,4,Basic,North America,6.0,False
C-51089,2024-01-28,2024-02-27,205.69,3,0,Enterprise,Latin America,5.0,False
C-51090,2024-08-30,2025-06-30,28.72,25,0,Basic,North America,7.0,False
C-51091,2022-11-26,2023-10-23,45.33,22,2,Pro,Asia Pacific,9.0,False
C-51092,2024-01-31,2024-03-09,36.82,0,1,Basic,Europe,9.0,False
C-51093,2023-03-11,2025-06-30,78.06,49,2,Pro,North America,8.0,False
C-51094,2023-11-06,2025-06-30,27.03,109,3,Basic,Europe,8.0,False
C-51095,2023-08-07,2023-09-06,62.82,2,1,Pro,Asia Pacific,8.0,False
C-51096,2024-07-18,2024-12-21,25.73,10,4,Basic,Asia Pacific,6.0,False
C-51097,2024-12-18,2025-06-30,26.39,25,1,Basic,Asia Pacific,9.0,False
C-51098,2023-06-20,2023-11-14,42.21,12,2,Basic,Europe,6.0,True
C-51099,2025-01-29,2025-06-30,48.09,37,0,Pro,Latin America,10.0,False
C-51100,2023-12-02,2024-03-20,29.34,5,0,Basic,Latin America,6.0,False
C-51101,2022-10-03,2023-06-10,30.04,17,4,Basic,Latin America,4.0,False
C-51102,2024-10-13,2025-06-30,28.51,45,0,Basic,Asia Pacific,8.0,False
C-51103,2024-06-24,2024-11-16,33.52,9,0,Basic,North America,6.0,False
C-51104,2024-11-02,2025-05-28,38.7,7,1,Basic,Asia Pacific,7.0,False
C-51105,2023-08-28,2025-06-30,94.89,86,1,Pro,Europe,5.0,False
C-51106,2024-07-24,2024-12-14,22.26,8,2,Basic,Europe,5.0,True
C-51107,2023-12-08,2024-01-27,47.07,4,1,Pro,Asia Pacific,6.0,False
C-51108,2024-01-27,2024-03-30,104.64,4,1,Pro,Latin America,8.0,False
C-51109,2024-09-28,2024-12-12,30.54,11,3,Basic,North America,8.0,False
C-51110,2023-06-01,2023-08-28,170.09,7,1,Enterprise,Europe,6.0,False
C-51111,2022-07-11,2024-02-10,39.24,36,1,Basic,Latin America,3.0,False
C-51112,2023-08-11,2025-06-30,222.03,67,0,Enterprise,Asia Pacific,5.0,False
C-51113,2023-01-28,2023-05-13,83.94,8,2,Pro,Latin America,8.0,False
C-51114,2024-10-14,2025-06-23,107.46,12,3,Pro,Latin America,9.0,False
C-51115,2024-11-24,2025-06-30,107.53,20,1,Pro,Latin America,6.0,False
C-51116,2023-04-26,2023-09-27,25.93,17,2,Basic,Europe,5.0,False
C-51117,2023-08-01,2024-04-22,245.81,23,1,Enterprise,North America,7.0,False
C-51118,2024-08-10,2025-06-30,34.07,44,2,Basic,Latin America,7.0,True
C-51119,2023-10-05,2025-06-30,24.78,189,2,Basic,North America,6.0,True
C-51120,2023-12-10,2025-06-30,26.81,49,1,Basic,Asia Pacific,8.0,False
C-51121,2023-09-03,2025-06-30,78.59,43,3,Pro,North America,7.0,False
C-51122,2024-05-09,2024-06-08,67.67,0,1,Pro,Europe,4.0,True
C-51123,2023-08-05,2024-02-21,22.1,11,1,Basic,Europe,5.0,False
C-51124,2024-09-17,2025-06-30,61.32,49,3,Pro,Europe,8.0,False
C-51125,2024-09-16,2025-06-30,65.68,43,1,Pro,North America,6.0,False
C-51126,2023-12-30,2024-06-27,33.58,17,2,Basic,Asia Pacific,8.0,False
C-51127,2023-07-29,2023-12-04,101.83,9,4,Pro,Latin America,8.0,False
C-51128,2022-07-24,2022-12-25,108.88,11,2,Pro,Europe,7.0,False
C-51129,2023-05-20,2024-10-19,29.17,33,1,Basic,Asia Pacific,8.0,False
C-51130,2023-07-28,2025-06-30,75.75,54,3,Pro,North America,7.0,False
C-51131,2024-01-04,2024-06-04,83.72,12,1,Pro,Latin America,9.0,True
C-51132,2023-04-17,2023-11-01,28.48,14,0,Basic,Latin America,6.0,True
C-51133,2023-10-18,2024-04-22,8.97,13,2,Basic,Asia Pacific,7.0,False
C-51134,2024-09-14,2025-06-30,91.22,60,0,Pro,Latin America,8.0,False
C-51135,2024-12-26,2025-06-30,69.85,32,1,Pro,Europe,8.0,False
C-51136,2022-09-23,2023-09-07,60.29,20,1,Pro,Europe,6.0,False
C-51137,2023-09-10,2024-04-02,46.66,15,1,Basic,Europe,7.0,False
C-51138,2022-12-19,2023-07-14,24.1,20,3,Basic,Latin America,9.0,True
C-51139,2024-10-01,2025-06-28,25.3,11,1,Basic,Latin America,8.0,False
C-51140,2024-02-28,2024-04-15,30.64,3,2,Basic,North America,8.0,False
C-51141,2023-09-28,2025-06-21,23.25,49,1,Basic,Latin America,,False
C-51142,2023-09-29,2024-02-24,29.76,7,0,Basic,Latin America,8.0,False
C-51143,2023-02-05,2025-06-30,29.63,50,3,Basic,Asia Pacific,7.0,False
C-51144,2022-09-15,2022-10-28,254.89,2,1,Enterprise,Asia Pacific,6.0,False
C-51145,2023-12-02,2024-01-01,84.43,1,1,Pro,Latin America,5.0,False
C-51146,2023-06-07,2023-11-08,74.86,9,4,Pro,North America,8.0,False
C-51147,2022-10-21,2023-08-22,25.34,23,1,Basic,North America,5.0,False
C-51148,2023-05-22,2023-06-21,61.51,2,1,Pro,Asia Pacific,5.0,False
C-51149,2023-05-05,2024-03-31,28.65,20,1,Basic,North America,8.0,True
C-51150,2022-09-13,2025-01-24,31.33,62,0,Basic,Europe,7.0,False
C-51151,2023-01-13,2023-06-27,30.8,16,2,Basic,Asia Pacific,6.0,True
C-51152,2024-09-13,2025-06-30,18.35,43,1,Basic,Asia Pacific,7.0,False
C-51153,2024-11-01,2025-04-18,76.82,14,2,Pro,Asia Pacific,6.0,False
C-51154,2023-12-13,2024-04-10,22.82,10,2,Basic,Asia Pacific,6.0,True
C-51155,2023-07-12,2023-08-11,77.46,1,1,Pro,Latin America,8.0,False
C-51156,2024-01-18,2025-04-14,29.42,24,2,Basic,Asia Pacific,5.0,False
C-51157,2024-09-10,2025-06-30,32.95,21,0,Basic,Europe,8.0,False
C-51158,2023-12-02,2024-01-01,128.98,2,0,Enterprise,Asia Pacific,6.0,False
C-51159,2023-05-10,2025-06-30,35.16,61,1,Basic,Asia Pacific,6.0,False
C-51160,2022-07-29,2023-04-22,30.52,16,1,Basic,Latin America,7.0,True
C-51161,2022-08-05,2025-05-03,28.44,52,1,Basic,Latin America,9.0,True
C-51162,2023-03-23,2025-05-29,73.17,53,0,Pro,North America,7.0,False
C-51163,2024-08-25,2025-03-19,92.12,10,1,Pro,North America,6.0,False
C-51164,2024-09-03,2025-04-07,58.18,17,0,Pro,North America,6.0,False
C-51165,2025-01-06,2025-06-30,31.81,9,0,Basic,Asia Pacific,4.0,True
C-51166,2024-08-10,2024-09-26,27.35,3,2,Basic,Latin America,9.0,False
C-51167,2024-05-04,2024-12-22,82.96,16,2,Pro,North America,7.0,False
C-51168,2023-04-17,2023-07-14,62.72,3,1,Pro,North America,7.0,False
C-51169,2023-10-09,2025-06-30,83.89,70,0,Pro,North America,9.0,False
C-51170,2022-08-03,2023-06-09,196.23,20,0,Enterprise,Europe,,False
C-51171,2024-12-12,2025-03-19,23.78,7,2,Basic,Asia Pacific,6.0,True
C-51172,2022-09-21,2023-10-16,81.03,24,0,Pro,Latin America,9.0,False
C-51173,2023-04-03,2023-09-25,125.01,11,2,Pro,North America,9.0,False
C-51174,2024-06-26,2025-05-07,53.39,19,1,Pro,Europe,5.0,False
C-51175,2023-08-16,2025-02-06,66.64,47,0,Pro,North America,8.0,True
C-51176,2025-01-03,2025-06-30,116.64,19,3,Pro,Latin America,6.0,False
C-51177,2024-08-01,2025-05-15,90.12,20,3,Pro,Latin America,6.0,False
C-51178,2023-04-22,2025-06-30,85.44,57,2,Pro,Asia Pacific,9.0,False
C-51179,2024-04-29,2024-12-09,32.17,12,3,Basic,Latin America,10.0,False
C-51180,2023-04-08,2023-07-30,35.49,10,0,Basic,Asia Pacific,5.0,False
C-51181,2024-08-01,2024-09-19,30.72,1,3,Basic,North America,10.0,True
C-51182,2023-06-23,2024-05-19,33.68,28,2,Basic,Europe,5.0,False
C-51183,2024-04-19,2024-06-15,33.71,9,2,Basic,Asia Pacific,5.0,False
C-51184,2022-12-14,2025-06-30,71.67,110,1,Pro,North America,8.0,False
C-51185,2024-01-05,2025-01-13,32.84,23,1,Basic,Latin America,7.0,False
C-51186,2024-11-21,2025-04-15,87.11,13,2,Pro,North America,6.0,False
C-51187,2022-08-12,2023-10-07,30.7,34,2,Basic,Asia Pacific,3.0,True
C-51188,2022-11-07,2025-03-25,70.6,53,0,Pro,Asia Pacific,6.0,False
C-51189,2023-10-04,2024-03-18,39.53,12,3,Basic,Asia Pacific,4.0,False
C-51190,2023-03-14,2023-04-13,35.21,3,1,Basic,Europe,8.0,False
C-51191,2024-03-28,2025-06-30,35.13,27,2,Basic,North America,6.0,True
C-51192,2023-05-19,2024-12-04,28.54,45,1,Basic,Asia Pacific,9.0,False
C-51193,2022-06-22,2025-01-01,64.46,78,5,Pro,North America,8.0,True
C-51194,2024-06-03,2025-06-30,28.13,31,3,Basic,Europe,7.0,False
C-51195,2023-09-03,2024-06-24,97.79,24,0,Pro,North America,7.0,True
C-51196,2023-11-16,2025-06-30,35.69,65,1,Basic,North America,6.0,False
C-51197,2025-01-19,2025-02-19,58.28,2,2,Pro,North America,7.0,False
C-51198,2023-12-10,2025-01-15,275.14,25,1,Enterprise,Latin America,8.0,False
C-51199,2024-11-24,2025-04-26,80.82,8,1,Pro,North America,7.0,False
C-51200,2024-08-18,2025-06-30,63.0,35,0,Pro,North America,7.0,False
C-51201,2023-10-27,2023-11-26,83.07,3,1,Pro,North America,9.0,False
C-51202,2024-11-08,2025-01-10,98.08,5,1,Pro,Europe,7.0,False
C-51203,2024-10-28,2025-05-16,33.58,14,0,Basic,Europe,7.0,True
C-51204,2022-08-03,2024-09-17,145.8,50,2,Enterprise,North America,5.0,False
C-51205,2022-12-20,2023-01-19,28.26,1,5,Basic,North America,5.0,True
C-51206,2024-04-13,2024-05-13,31.07,3,1,Basic,Latin America,8.0,False
C-51207,2023-03-29,2025-06-30,57.51,74,0,Pro,Asia Pacific,7.0,False
C-51208,2024-04-07,2024-07-19,28.12,6,1,Basic,Europe,7.0,True
C-51209,2023-03-05,2023-06-15,23.29,5,4,Basic,Europe,7.0,True
C-51210,2024-09-19,2025-03-21,29.3,13,5,Basic,Asia Pacific,5.0,True
C-51211,2023-08-23,2024-03-03,41.6,15,1,Basic,North America,8.0,True
C-51212,2024-07-21,2024-10-31,92.65,6,2,Pro,Latin America,8.0,False
C-51213,2023-11-18,2025-06-30,218.12,79,4,Enterprise,Asia Pacific,6.0,False
C-51214,2022-07-03,2022-11-26,73.54,9,2,Pro,Europe,8.0,False
C-51215,2023-08-14,2024-03-04,34.49,13,4,Basic,Europe,8.0,True
C-51216,2024-04-24,2025-06-30,28.71,52,2,Basic,Asia Pacific,7.0,False
C-51217,2022-06-16,2025-06-30,33.03,79,4,Basic,Asia Pacific,8.0,True
C-51218,2022-12-17,2023-09-29,32.18,25,1,Basic,Latin America,7.0,False
C-51219,2023-09-30,2025-06-30,77.89,75,0,Pro,North America,6.0,False
C-51220,2024-02-19,2024-03-20,35.19,2,3,Basic,North America,8.0,False
C-51221,2024-05-19,2024-08-11,27.3,6,1,Basic,Asia Pacific,8.0,False
C-51222,2023-11-18,2025-06-30,50.23,35,2,Pro,Asia Pacific,5.0,False
C-51223,2023-11-25,2024-02-20,69.4,10,0,Pro,Europe,8.0,False
C-51224,2023-01-05,2023-11-04,26.06,15,2,Basic,Europe,6.0,False
C-51225,2022-10-09,2025-06-30,206.02,71,3,Enterprise,North America,7.0,False
C-51226,2024-05-22,2024-12-03,178.76,15,6,Enterprise,North America,5.0,False
C-51227,2023-01-20,2023-04-01,168.11,6,0,Enterprise,Asia Pacific,6.0,False
C-51228,2023-04-25,2023-07-04,35.39,1,1,Basic,Europe,5.0,False
C-51229,2023-12-05,2024-01-06,22.97,0,1,Basic,Europe,7.0,True
C-51230,2023-10-24,2025-03-06,33.1,39,3,Basic,Europe,5.0,False
C-51231,2023-05-25,2024-06-17,33.33,17,1,Basic,Asia Pacific,7.0,True
C-51232,2024-03-29,2025-01-23,71.59,19,1,Pro,Latin America,6.0,False
C-51233,2024-07-06,2024-12-14,69.41,15,1,Pro,Europe,7.0,False
C-51234,2024-10-15,2025-06-30,94.64,63,2,Pro,Latin America,8.0,True
C-51235,2022-06-11,2022-10-18,31.07,8,2,Basic,North America,8.0,False
C-51236,2022-10-08,2025-06-30,56.34,87,1,Pro,Europe,7.0,False
C-51237,2024-12-23,2025-06-27,30.4,5,2,Basic,Europe,8.0,True
C-51238,2022-11-28,2024-04-14,95.69,25,0,Pro,North America,4.0,False
C-51239,2022-07-03,2022-12-24,66.96,8,3,Pro,Asia Pacific,5.0,False
C-51240,2024-03-03,2025-06-30,185.53,51,1,Enterprise,Asia Pacific,8.0,False
C-51241,2024-06-25,2024-08-03,103.2,2,0,Pro,North America,7.0,False
C-51242,2024-04-15,2024-08-14,28.48,11,3,Basic,Europe,5.0,False
C-51243,2024-05-08,2024-07-03,23.96,3,1,Basic,North America,7.0,False
C-51244,2022-07-13,2023-02-11,26.0,20,2,Basic,North America,8.0,True
C-51245,2023-08-04,2025-06-30,207.65,52,0,Enterprise,Latin America,9.0,False
C-51246,2024-07-18,2025-05-01,40.93,16,1,Basic,North America,5.0,False
C-51247,2024-07-16,2025-06-30,33.72,65,2,Basic,North America,6.0,False
C-51248,2024-11-27,2025-02-04,29.03,4,2,Basic,Latin America,,True
C-51249,2023-11-11,2024-08-16,26.92,23,2,Basic,North America,7.0,True
C-51250,2022-08-07,2022-09-29,25.19,1,0,Basic,Latin America,8.0,True
C-51251,2023-06-05,2024-10-19,86.44,34,2,Pro,Asia Pacific,9.0,False
C-51252,2024-12-05,2025-04-23,210.62,9,6,Enterprise,Europe,8.0,False
C-51253,2023-08-20,2025-01-11,83.31,27,0,Pro,Asia Pacific,7.0,False
C-51254,2024-09-29,2025-06-30,29.52,21,2,Basic,North America,9.0,True
C-51255,2024-10-31,2025-04-15,110.75,8,1,Pro,North America,7.0,False
C-51256,2024-01-23,2024-02-22,96.4,2,2,Pro,Asia Pacific,8.0,False
C-51257,2024-07-11,2025-03-07,58.98,14,1,Pro,Europe,8.0,False
C-51258,2024-03-14,2024-04-13,92.97,5,2,Pro,North America,7.0,False
C-51259,2022-10-13,2024-11-12,48.99,58,2,Pro,Europe,6.0,False
C-51260,2023-07-16,2024-12-24,20.81,39,1,Basic,Asia Pacific,7.0,False
C-51261,2024-10-09,2025-06-30,173.21,26,4,Enterprise,Asia Pacific,6.0,True
C-51262,2023-04-29,2023-06-26,31.81,4,1,Basic,Asia Pacific,6.0,True
C-51263,2023-03-25,2023-04-26,193.58,0,3,Enterprise,Asia Pacific,10.0,False
C-51264,2024-07-25,2024-11-02,98.66,8,0,Pro,Europe,9.0,False
C-51265,2022-12-18,2023-12-11,28.98,30,6,Basic,Asia Pacific,8.0,False
C-51266,2024-12-24,2025-06-30,78.46,35,3,Pro,North America,5.0,True
C-51267,2022-12-17,2023-06-27,197.12,9,1,Enterprise,North America,6.0,False
C-51268,2024-04-27,2025-06-30,24.53,68,0,Basic,Europe,9.0,True
C-51269,2024-10-06,2024-11-08,77.57,2,1,Pro,Europe,7.0,False
C-51270,2023-12-07,2024-08-11,33.45,23,0,Basic,North America,4.0,True
C-51271,2023-03-21,2025-06-30,35.0,70,1,Basic,North America,5.0,False
C-51272,2023-04-15,2023-05-15,44.12,1,2,Basic,Europe,5.0,False
C-51273,2023-05-23,2024-07-24,24.15,31,0,Basic,Europe,8.0,False
C-51274,2022-12-03,2023-06-25,190.1,19,2,Enterprise,North America,6.0,False
C-51275,2024-03-18,2025-06-30,83.87,32,2,Pro,Europe,7.0,False
C-51276,2024-10-04,2025-06-30,199.98,43,1,Enterprise,North America,9.0,False
C-51277,2024-08-11,2024-09-23,28.01,3,3,Basic,North America,5.0,False
C-51278,2024-07-20,2024-09-05,60.06,7,1,Pro,Latin America,5.0,False
C-51279,2024-07-15,2025-01-03,28.11,8,1,Basic,Europe,6.0,True
C-51280,2023-06-30,2024-10-05,199.19,24,0,Enterprise,Latin America,6.0,False
C-51281,2024-02-07,2024-12-14,29.0,18,1,Basic,Asia Pacific,8.0,False
C-51282,2025-01-27,2025-03-22,25.85,3,2,Basic,Latin America,9.0,False
C-51283,2023-10-28,2024-09-09,,21,1,Basic,North America,8.0,True
C-51284,2022-12-11,2024-11-03,24.46,56,1,Basic,Asia Pacific,9.0,True
C-51285,2023-06-19,2024-08-04,178.33,23,1,Enterprise,Latin America,8.0,False
C-51286,2024-05-02,2025-06-30,31.94,64,0,Basic,North America,4.0,False
C-51287,2022-07-05,2022-12-11,82.81,7,0,Pro,Latin America,10.0,False
C-51288,2024-01-18,2024-08-19,119.95,12,2,Enterprise,Asia Pacific,7.0,False
C-51289,2024-11-13,2025-04-17,168.0,9,1,Enterprise,Asia Pacific,6.0,True
C-51290,2024-09-17,2024-11-05,39.13,1,0,Basic,North America,9.0,False
C-51291,2024-07-30,2025-05-07,35.12,20,2,Basic,Asia Pacific,7.0,True
C-51292,2022-08-06,2024-05-13,29.16,43,0,Basic,North America,8.0,False
C-51293,2023-08-31,2024-10-16,16.88,23,2,Basic,Latin America,7.0,False
C-51294,2024-12-06,2025-06-30,32.96,22,0,Basic,North America,,False
C-51295,2022-08-29,2022-10-27,85.22,3,3,Pro,North America,8.0,True
C-51296,2024-09-03,2025-06-30,198.82,32,2,Enterprise,Europe,,False
C-51297,2024-10-27,2025-06-30,84.81,24,1,Pro,Europe,7.0,False
C-51298,2024-02-04,2024-03-30,27.07,4,0,Basic,Europe,8.0,False
C-51299,2023-03-25,2023-04-26,22.96,2,4,Basic,Asia Pacific,4.0,True
C-51300,2023-04-24,2024-06-15,196.89,31,2,Enterprise,Europe,6.0,False
C-51301,2022-06-27,2025-06-30,22.61,75,1,Basic,North America,9.0,False
C-51302,2023-10-24,2025-06-30,34.0,86,1,Basic,Latin America,7.0,True
C-51303,2023-08-16,2023-12-05,83.87,6,6,Pro,Europe,6.0,False
C-51304,2023-06-11,2023-07-11,83.63,1,1,Pro,Asia Pacific,7.0,True
C-51305,2024-12-19,2025-01-18,103.37,1,1,Pro,Latin America,9.0,False
C-51306,2023-04-12,2023-10-21,26.44,19,0,Basic,Asia Pacific,6.0,False
C-51307,2023-05-17,2025-04-10,99.28,40,1,Pro,Asia Pacific,5.0,False
C-51308,2024-01-21,2024-12-26,31.62,25,2,Basic,Europe,6.0,False
C-51309,2024-04-23,2025-01-14,53.15,12,2,Pro,Latin America,5.0,False
C-51310,2022-09-19,2023-08-07,25.3,21,3,Basic,North America,8.0,False
C-51311,2024-12-30,2025-06-30,30.44,30,2,Basic,North America,9.0,False
C-51312,2023-11-04,2024-06-06,40.32,16,1,Basic,North America,4.0,True
C-51313,2023-02-14,2023-09-10,89.13,18,2,Pro,North America,8.0,False
C-51314,2024-11-08,2024-12-21,89.71,4,4,Pro,Asia Pacific,8.0,True
C-51315,2024-12-31,2025-06-30,245.25,58,2,Enterprise,Latin America,7.0,True
C-51316,2023-12-11,2024-02-06,83.99,3,0,Pro,Latin America,6.0,False
C-51317,2022-12-29,2023-02-01,165.31,2,3,Enterprise,Europe,9.0,True
C-51318,2022-12-17,2025-06-30,87.13,95,1,Pro,Europe,8.0,True
C-51319,2024-03-15,2025-06-30,86.03,31,0,Pro,Europe,8.0,False
C-51320,2025-01-24,2025-06-30,19.83,22,0,Basic,North America,5.0,True
C-51321,2024-01-05,2024-05-02,128.77,14,0,Enterprise,Europe,10.0,False
C-51322,2024-12-19,2025-06-30,39.59,59,4,Basic,Europe,7.0,True
C-51323,2024-09-22,2025-05-29,225.98,17,1,Enterprise,Asia Pacific,5.0,False
C-51324,2025-01-05,2025-06-30,21.08,62,1,Basic,Asia Pacific,6.0,True
C-51325,2024-03-06,2025-01-04,73.46,17,1,Pro,Europe,9.0,False
C-51326,2023-07-06,2025-06-30,124.15,109,1,Enterprise,Latin America,8.0,False
C-51327,2022-08-03,2023-09-04,72.43,24,0,Pro,Europe,5.0,False
C-51328,2023-12-17,2024-08-15,83.17,20,2,Pro,Europe,6.0,False
C-51329,2024-08-18,2024-12-17,73.18,14,1,Pro,Asia Pacific,8.0,False
C-51330,2025-01-28,2025-06-30,96.14,61,1,Pro,North America,7.0,False
C-51331,2025-01-04,2025-06-30,26.04,18,1,Basic,Asia Pacific,7.0,False
C-51332,2023-12-12,2024-01-11,30.58,0,2,Basic,Europe,7.0,False
C-51333,2024-10-04,2025-06-30,34.7,43,3,Basic,Latin America,7.0,True
C-51334,2023-01-11,2025-06-30,30.73,73,1,Basic,Europe,9.0,False
C-51335,2024-05-03,2024-09-30,28.34,6,1,Basic,Latin America,7.0,False
C-51336,2024-01-01,2024-02-02,86.34,3,3,Pro,Asia Pacific,9.0,False
C-51337,2024-07-29,2024-11-05,18.35,6,1,Basic,Latin America,7.0,False
C-51338,2023-11-08,2025-01-31,28.15,33,2,Basic,Latin America,7.0,False
C-51339,2023-06-08,2024-03-16,29.94,25,1,Basic,Asia Pacific,5.0,False
C-51340,2023-07-02,2025-06-30,,47,3,Pro,Latin America,9.0,True
C-51341,2023-06-14,2025-06-30,77.9,57,2,Pro,Latin America,6.0,True
C-51342,2024-07-16,2025-06-30,89.52,48,2,Pro,Asia Pacific,4.0,False
